age,ast_pct,blk_pct,bpm,bpm-dum,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,g,href,mp,obpm,orb_pct,ows,per,player,player_id,pos,season,stl_pct,team_id,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws-dum,ws_per_48,birthplace
34,,,,,,,1.7,,.500,68,/players/m/mcguidi01.html,1466,,,2.3,16.4,Dick McGuire*,mcguidi01,PG,1960.0,,DET,,,.491,,,4.0,,.131,"Huntington, New York"
31,,,,,,,0.2,,.312,25,/players/m/mcmahja01.html,334,,,-0.2,6.4,Jack McMahon,mcmahja01,PG,1960.0,,STL,,,.388,,,0.0,,.006,"Brooklyn, New York"
23,,,,,,,1.1,,.317,75,/players/m/mcmilsh01.html,1416,,,1.4,13.7,Shellie McMillon,mcmilsh01,SF,1960.0,,DET,,,.466,,,2.5,,.086,
25,,,,,,,1.2,,.266,65,/players/n/naullwi01.html,2250,,,4.1,20.0,Willie Naulls,naullwi01,SF,1960.0,,NYK,,,.483,,,5.3,,.113,"Dallas, Texas"
28,,,,,,,1.4,,.178,58,/players/n/noblech01.html,1621,,,-1.3,10.9,Chuck Noble,noblech01,SG,1960.0,,DET,,,.391,,,0.0,,.000,
27,,,,,,,0.1,,.195,7,/players/p/palazto01.html,70,,,-0.2,6.0,Togo Palazzi,palazto01,SF,1960.0,,SYR,,,.337,,,-0.2,,-0.113,"Union City, New Jersey"
26,,,,,,,0.5,,.303,74,/players/p/palmeji01.html,1482,,,1.4,11.5,Jim Palmer,palmeji01,C,1960.0,,TOT,,,.470,,,1.9,,.062,"Keokee, Virginia"
26,,,,,,,0.4,,.447,74,/players/p/parkme01.html,1849,,,1.5,11.2,Med Park,parkme01,SG,1960.0,,CIN,,,.460,,,1.9,,.049,"Britton, South Dakota"
27,,,,,,,3.2,,.473,72,/players/p/pettibo01.html,2896,,,8.4,23.7,Bob Pettit*,pettibo01,PF,1960.0,,STL,,,.510,,,11.5,,.191,"Baton Rouge, Louisiana"
25,,,,,,,0.7,,.277,77,/players/p/piontda01.html,1833,,,0.4,11.1,Dave Piontek,piontda01,SF,1960.0,,TOT,,,.436,,,1.1,,.028,"Bethel Park, Pennsylvania"
22,,,,,,,0.1,,.344,11,/players/r/ramseca01.html,195,,,0.1,13.7,Cal Ramsey,ramseca01,SF,1960.0,,TOT,,,.439,,,0.2,,.039,"Selma, Alabama"
28,,,,,,,3.4,,.327,73,/players/r/ramsefr01.html,2009,,,2.0,14.5,Frank Ramsey*,ramsefr01,SG,1960.0,,BOS,,,.460,,,5.3,,.128,"Corydon, Kentucky"
26,,,,,,,0.0,,.000,4,/players/r/rayji01.html,21,,,-0.1,-3.5,Jim Ray,rayji01,G,1960.0,,SYR,,,.167,,,-0.1,,-0.158,
23,,,,,,,0.5,,.306,71,/players/r/reedhu01.html,1820,,,2.4,12.9,Hub Reed,reedhu01,PF-C,1960.0,,TOT,,,.494,,,2.8,,.075,"Harrah, Oklahoma"
22,,,,,,,1.6,,.352,66,/players/r/richtjo01.html,808,,,-1.1,8.1,John Richter,richtjo01,C,1960.0,,BOS,,,.372,,,0.4,,.026,"Philadelphia, Pennsylvania"
24,,,,,,,4.3,,.208,68,/players/r/rodgegu01.html,2483,,,0.0,11.8,Guy Rodgers*,rodgegu01,PG,1960.0,,PHW,,,.414,,,4.3,,.084,"Philadelphia, Pennsylvania"
26,,,,,,,0.3,,.329,72,/players/r/rolliph01.html,1235,,,0.7,11.6,Phil Rollins,rolliph01,PG,1960.0,,CIN,,,.445,,,1.1,,.041,"Wickliffe, Kentucky"
21,,,,,,,0.7,,.168,39,/players/r/ruklijo01.html,384,,,0.0,13.3,Joe Ruklick,ruklijo01,PF,1960.0,,PHW,,,.426,,,0.6,,.081,"Princeton, Illinois"
25,,,,,,,8.9,,.330,74,/players/r/russebi01.html,3146,,,4.9,20.1,Bill Russell*,russebi01,C,1960.0,,BOS,,,.496,,,13.8,,.211,"Monroe, Louisiana"
25,,,,,,,2.6,,.106,71,/players/s/sauldwo01.html,1848,,,-4.5,7.2,Woody Sauldsberry,sauldwo01,PF,1960.0,,PHW,,,.346,,,-1.8,,-0.048,"Winnsboro, Louisiana"
31,,,,,,,3.3,,.415,75,/players/s/schaydo01.html,2741,,,6.2,20.5,Dolph Schayes*,schaydo01,PF,1960.0,,SYR,,,.496,,,9.5,,.167,"New York, New York"
26,,,,,,,1.2,,.484,64,/players/s/searske01.html,2099,,,7.6,21.8,Kenny Sears,searske01,PF,1960.0,,NYK,,,.567,,,8.8,,.201,"Watsonville, California"
27,,,,,,,1.1,,.399,62,/players/s/selvyfr01.html,1308,,,1.2,12.4,Frank Selvy,selvyfr01,SG,1960.0,,TOT,,,.460,,,2.3,,.084,"Corbin, Kentucky"
32,,,,,,,0.0,,.000,4,/players/s/seymopa01.html,7,,,-0.1,-17.1,Paul Seymour,seymopa01,G-F,1960.0,,SYR,,,.000,,,-0.1,,-0.596,"Toledo, Ohio"
32,,,,,,,,,.530,41,/players/s/sharech01.html,651,,,,,Chuck Share,sharech01,C,1960.0,,TOT,,,.459,,,,,,"Akron, Ohio"
33,,,,,,,2.5,,.238,71,/players/s/sharmbi01.html,1916,,,5.4,18.5,Bill Sharman*,sharmbi01,SG,1960.0,,BOS,,,.506,,,7.9,,.198,"Abilene, Texas"
28,,,,,,,2.1,,.360,75,/players/s/shuege01.html,3338,,,6.3,15.6,Gene Shue,shuege01,PG,1960.0,,DET,,,.492,,,8.5,,.122,"Baltimore, Maryland"
22,,,,,,,0.2,,.296,10,/players/s/smithbo01.html,130,,,-0.4,7.4,Bobby Smith,smithbo01,G,1960.0,,MNL,,,.303,,,-0.3,,-0.095,
25,,,,,,,0.1,,.343,16,/players/s/sobiero01.html,234,,,0.0,11.1,Ron Sobie,sobiero01,PG,1960.0,,TOT,,,.422,,,0.1,,.016,"Chicago, Illinois"
27,,,,,,,0.1,,.178,11,/players/s/sparrgu01.html,80,,,-0.3,3.8,Guy Sparrow,sparrgu01,F,1960.0,,PHW,,,.309,,,-0.2,,-0.105,"Pontiac, Michigan"
23,,,,,,,0.1,,.430,49,/players/s/stavela01.html,479,,,1.0,14.5,Larry Staverman,stavela01,PF,1960.0,,CIN,,,.528,,,1.1,,.112,"Newport, Kentucky"
23,,,,,,,0.0,,.526,8,/players/s/stevewa01.html,49,,,-0.2,6.1,Wayne Stevens,stevewa01,F,1960.0,,CIN,,,.278,,,-0.2,,-0.169,
25,,,,,,,0.7,,.369,75,/players/t/twymaja01.html,3023,,,7.6,21.1,Jack Twyman*,twymaja01,SF,1960.0,,CIN,,,.487,,,8.3,,.131,"Pittsburgh, Pennsylvania"
24,,,,,,,0.8,,.199,74,/players/t/tyrach01.html,2033,,,1.4,12.8,Charlie Tyra,tyrach01,C,1960.0,,NYK,,,.456,,,2.3,,.053,"Louisville, Kentucky"
26,,,,,,,0.5,,.271,72,/players/w/wilfowi01.html,1992,,,0.2,11.0,Win Wilfong,wilfowi01,PG,1960.0,,CIN,,,.425,,,0.6,,.015,"Puxico, Missouri"
27,,,,,,,0.2,,.100,9,/players/w/windito01.html,193,,,-0.4,7.5,Tony Windis,windito01,PG,1960.0,,DET,,,.287,,,-0.2,,-0.057,
31,,,,,,,2.1,,.388,73,/players/y/yardlge01.html,2402,,,6.9,18.2,George Yardley*,yardlge01,SF,1960.0,,SYR,,,.522,,,9.0,,.179,"Hollywood, California"
24,,,,,,,0.2,,.200,20,/players/a/alcorga01.html,174,,,-0.2,2.5,Gary Alcorn,alcorga01,C,1961.0,,LAL,,,.356,,,0.0,,-0.002,"Fresno, California"
32,,,,,,,3.0,,.418,79,/players/a/arizipa01.html,2935,,,6.7,17.1,Paul Arizin*,arizipa01,SF,1961.0,,PHW,,,.506,,,9.7,,.159,"Philadelphia, Pennsylvania"
24,,,,,,,1.5,,.298,77,/players/a/attleal01.html,1544,,,0.4,8.8,Al Attles*,attleal01,PG,1961.0,,PHW,,,.440,,,1.9,,.058,"Newark, New Jersey"
24,,,,,,,1.7,,.282,78,/players/b/barnedi01.html,2070,,,4.1,17.1,Dick Barnett,barnedi01,SG,1961.0,,SYR,,,.492,,,5.8,,.135,"Gary, Indiana"
26,,,,,,,5.7,,.398,73,/players/b/bayloel01.html,3133,,,9.1,28.2,Elgin Baylor*,bayloel01,SF,1961.0,,LAL,,,.498,,,14.8,,.227,"Washington, District of Columbia"
29,,,,,,,0.1,,.241,10,/players/b/becker01.html,82,,,0.0,12.5,Ernie Beck,becker01,SG,1961.0,,TOT,,,.405,,,0.1,,.064,"Philadelphia, Pennsylvania"
28,,,,,,,0.0,,.167,5,/players/b/bellwh01.html,45,,,-0.1,4.8,Whitey Bell,bellwh01,PG,1961.0,,NYK,,,.388,,,0.0,,-0.043,"Monticello, Kentucky"
28,,,,,,,0.6,,.254,52,/players/b/biancal01.html,667,,,-0.8,8.8,Al Bianchi,biancal01,PG,1961.0,,SYR,,,.389,,,-0.1,,-0.010,"Long Island City, New York"
27,,,,,,,0.1,,.196,79,/players/b/bockhbu01.html,2669,,,0.1,10.4,Bucky Bockhorn,bockhbu01,SG,1961.0,,CIN,,,.431,,,0.3,,.005,"Campbell Hill, Illinois"
23,,,,,,,0.1,,.410,79,/players/b/boozebo01.html,1573,,,1.3,13.0,Bob Boozer,boozebo01,PF,1961.0,,CIN,,,.468,,,1.4,,.042,"Omaha, Nebraska"
33,,,,,,,0.1,,.177,15,/players/b/braunca01.html,218,,,0.4,14.8,Carl Braun*,braunca01,PG,1961.0,,NYK,,,.499,,,0.4,,.097,"Brooklyn, New York"
22,,,,,,,0.3,,.371,61,/players/b/buddda01.html,1075,,,0.9,10.7,Dave Budd,buddda01,SF,1961.0,,NYK,,,.475,,,1.2,,.055,"Woodbury, New Jersey"
25,,,,,,,1.6,,.188,75,/players/c/cableba01.html,1642,,,1.7,11.4,Barney Cable,cableba01,SF,1961.0,,SYR,,,.487,,,3.3,,.096,"Rochester, Pennsylvania"
24,,,,,,,6.5,,.429,79,/players/c/chambwi01.html,3773,,,12.3,27.8,Wilt Chamberlain*,chambwi01,C,1961.0,,PHW,,,.519,,,18.8,,.240,"Philadelphia, Pennsylvania"
30,,,,,,,3.2,,.309,75,/players/c/conlege01.html,1242,,,-0.5,11.0,Gene Conley,conlege01,PF,1961.0,,BOS,,,.420,,,2.8,,.107,"Muskogee, Oklahoma"
27,,,,,,,1.4,,.232,77,/players/c/conlied01.html,1294,,,-0.9,10.0,Ed Conlin,conlied01,SF,1961.0,,PHW,,,.406,,,0.5,,.018,"Brooklyn, New York"
29,,,,,,,2.3,,.400,75,/players/c/costela01.html,2167,,,6.3,17.2,Larry Costello,costela01,PG,1961.0,,SYR,,,.546,,,8.6,,.190,"Minoa, New York"
32,,,,,,,6.3,,.327,76,/players/c/cousybo01.html,2468,,,0.9,17.4,Bob Cousy*,cousybo01,PG,1961.0,,BOS,,,.436,,,7.2,,.140,"New York, New York"
22,,,,,,,0.1,,.115,73,/players/d/davisra01.html,1210,,,-0.2,8.2,Ralph Davis,davisra01,SG,1961.0,,CIN,,,.418,,,-0.2,,-0.007,"Vanceburg, Kentucky"
24,,,,,,,0.1,,.348,28,/players/d/deesar01.html,308,,,0.3,12.9,Archie Dees,deesar01,C,1961.0,,DET,,,.466,,,0.4,,.062,"Ethel, Mississippi"
30,,,,,,,1.4,,.567,73,/players/d/dukeswa01.html,2044,,,2.4,16.3,Walter Dukes,dukeswa01,C,1961.0,,DET,,,.484,,,3.7,,.088,"Rochester, New York"
23,,,,,,,0.1,,.326,79,/players/e/embrywa01.html,2233,,,3.3,16.2,Wayne Embry*,embrywa01,C,1961.0,,CIN,,,.490,,,3.4,,.073,"Springfield, Ohio"
24,,,,,,,0.1,,.204,59,/players/f/farmemi01.html,1301,,,-0.2,10.2,Mike Farmer,farmemi01,SF,1961.0,,TOT,,,.427,,,-0.1,,-0.004,"Oklahoma City, Oklahoma"
30,,,,,,,1.9,,.380,78,/players/f/felixra01.html,1510,,,-0.1,9.6,Ray Felix,felixra01,C,1961.0,,LAL,,,.433,,,1.8,,.057,"New York, New York"
27,,,,,,,1.2,,.354,63,/players/f/ferraal01.html,1031,,,0.2,8.5,Al Ferrari,ferraal01,SG,1961.0,,STL,,,.434,,,1.4,,.066,"New York, New York"
23,,,,,,,0.8,,.329,79,/players/f/ferrybo01.html,1657,,,3.1,16.5,Bob Ferry,ferrybo01,C,1961.0,,DET,,,.500,,,3.9,,.113,"St. Louis, Missouri"
32,,,,,,,1.8,,.425,68,/players/f/foustla01.html,1208,,,1.3,13.7,Larry Foust,foustla01,C,1961.0,,STL,,,.475,,,3.1,,.124,"Painesville, Ohio"
23,,,,,,,2.0,,.372,79,/players/g/gambeda01.html,2090,,,3.3,14.7,Dave Gambee,gambeda01,SF,1961.0,,SYR,,,.492,,,5.3,,.121,"Portland, Oregon"
28,,,,,,,0.6,,.380,71,/players/g/garmadi01.html,2238,,,4.1,13.7,Dick Garmaker,garmadi01,PG,1961.0,,NYK,,,.502,,,4.7,,.101,"Hibbing, Minnesota"
32,,,,,,,0.1,,.323,16,/players/g/georgja01.html,268,,,-0.2,7.7,Jack George,georgja01,PG,1961.0,,NYK,,,.386,,,-0.1,,-0.025,"Swissvale, Pennsylvania"
28,,,,,,,3.3,,.299,74,/players/g/golato01.html,2712,,,3.5,13.3,Tom Gola*,golato01,SG,1961.0,,PHW,,,.494,,,6.8,,.121,"Philadelphia, Pennsylvania"
31,,,,,,,1.1,,.361,68,/players/g/grabojo01.html,1011,,,-1.1,10.1,Joe Graboski,grabojo01,PF,1961.0,,PHW,,,.396,,,0.0,,.000,
27,,,,,,,0.8,,.367,78,/players/g/greenjo01.html,1784,,,0.8,16.1,Johnny Green,greenjo01,PF,1961.0,,NYK,,,.453,,,1.7,,.045,"Dayton, Ohio"
27,,,,,,,2.8,,.344,76,/players/g/greensi01.html,1968,,,-0.2,10.5,Si Green,greensi01,SG,1961.0,,STL,,,.423,,,2.6,,.063,"New York, New York"
24,,,,,,,2.5,,.285,79,/players/g/greerha01.html,2763,,,5.4,16.3,Hal Greer*,greerha01,SG,1961.0,,SYR,,,.499,,,7.9,,.137,"Huntington, West Virginia"
23,,,,,,,0.4,,.106,25,/players/g/guarige01.html,209,,,-0.2,9.7,Gene Guarilia,guarige01,SF,1961.0,,BOS,,,.401,,,0.3,,.060,"Duryea, Pennsylvania"
28,,,,,,,1.1,,.405,79,/players/g/gueriri01.html,3023,,,4.3,17.8,Richie Guerin*,gueriri01,SG,1961.0,,NYK,,,.472,,,5.4,,.086,"New York, New York"
29,,,,,,,4.4,,.313,77,/players/h/hagancl01.html,2701,,,6.4,20.1,Cliff Hagan*,hagancl01,SF,1961.0,,STL,,,.503,,,10.8,,.193,"Owensboro, Kentucky"
28,,,,,,,1.5,,.302,79,/players/h/halbrsw01.html,1131,,,-1.8,8.9,Swede Halbrook,halbrsw01,C,1961.0,,SYR,,,.368,,,-0.3,,-0.015,
25,,,,,,,0.6,,.184,54,/players/h/hattove01.html,610,,,-1.1,7.6,Vern Hatton,hattove01,SG,1961.0,,PHW,,,.365,,,-0.5,,-0.043,"Owingsville, Kentucky"
24,,,,,,,2.0,,.327,78,/players/h/hawkito01.html,1846,,,1.2,12.1,Tom Hawkins,hawkito01,SF,1961.0,,LAL,,,.462,,,3.2,,.084,"Chicago, Illinois"
26,,,,,,,5.2,,.271,74,/players/h/heinsto01.html,2256,,,1.4,18.4,Tom Heinsohn*,heinsto01,PF,1961.0,,BOS,,,.450,,,6.6,,.141,"Union City, New Jersey"
24,,,,,,,1.6,,.617,77,/players/h/howelba01.html,2952,,,10.1,21.2,Bailey Howell*,howelba01,PF,1961.0,,DET,,,.552,,,11.7,,.190,"Middleton, Tennessee"
26,,,,,,,2.6,,.321,79,/players/h/hundlho01.html,2179,,,-0.7,12.2,Hot Rod Hundley,hundlho01,SG,1961.0,,LAL,,,.413,,,1.9,,.041,"Charleston, West Virginia"
22,,,,,,,0.3,,.310,62,/players/i/imhofda01.html,994,,,-0.3,8.7,Darrall Imhoff,imhofda01,C,1961.0,,NYK,,,.416,,,0.0,,.001,"San Gabriel, California"
28,,,,,,,2.0,,.330,79,/players/j/johnsan01.html,2000,,,-1.7,8.6,Andy Johnson,johnsan01,PF,1961.0,,PHW,,,.395,,,0.3,,.007,"Los Angeles, California"
22,,,,,,,0.1,,.395,14,/players/j/johnsro01.html,103,,,-0.2,7.5,Ron Johnson,johnsro01,F,1961.0,,TOT,,,.366,,,-0.1,,-0.054,
22,,,,,,,0.5,,.163,46,/players/j/jolifho01.html,352,,,-0.8,8.2,Howie Jolliff,jolifho01,PF,1961.0,,LAL,,,.341,,,-0.3,,-0.037,
28,,,,,,,3.6,,.466,78,/players/j/joneskc01.html,1605,,,-0.6,11.0,K.C. Jones*,joneskc01,PG,1961.0,,BOS,,,.409,,,3.0,,.089,"Taylor, Texas"
27,,,,,,,4.2,,.251,78,/players/j/jonessa01.html,2028,,,3.9,17.7,Sam Jones*,jonessa01,SG,1961.0,,BOS,,,.493,,,8.1,,.191,"Wilmington, North Carolina"
24,,,,,,,0.2,,.292,35,/players/j/joneswi01.html,452,,,-0.3,10.0,Willie Jones,joneswi01,PG,1961.0,,DET,,,.402,,,-0.1,,-0.013,
27,,,,,,,0.4,,.308,79,/players/j/jordoph01.html,2064,,,0.3,13.3,Phil Jordon,jordoph01,C,1961.0,,TOT,,,.437,,,0.6,,.015,"Lakeport, California"
22,,,,,,,0.1,,.286,7,/players/k/kennepi01.html,52,,,-0.2,3.8,Pickles Kennedy,kennepi01,G,1961.0,,PHW,,,.254,,,-0.1,,-0.134,"Philadelphia, Pennsylvania"
28,,,,,,,3.1,,.283,79,/players/k/kerrre01.html,2676,,,0.8,13.7,Red Kerr,kerrre01,C,1961.0,,SYR,,,.445,,,3.9,,.070,"Chicago, Illinois"
25,,,,,,,1.8,,.134,75,/players/k/krebsji01.html,1655,,,-0.6,10.0,Jim Krebs,krebsji01,C,1961.0,,LAL,,,.421,,,1.3,,.037,"Webster Groves, Missouri"
22,,,,,,,1.1,,.285,55,/players/l/lacoufr01.html,722,,,0.6,13.8,Fred LaCour,lacoufr01,SF,1961.0,,STL,,,.465,,,1.7,,.113,
23,,,,,,,3.1,,.412,79,/players/l/larusru01.html,2593,,,3.8,14.8,Rudy LaRusso,larusru01,PF,1961.0,,LAL,,,.493,,,6.9,,.128,"Brooklyn, New York"
24,,,,,,,0.8,,.508,74,/players/l/leege01.html,1735,,,1.8,14.6,George Lee,leege01,SF,1961.0,,DET,,,.472,,,2.6,,.073,"Highland Park, Michigan"
28,,,,,,,0.6,,.483,55,/players/l/leonasl01.html,600,,,-0.6,8.1,Slick Leonard*,leonasl01,PG,1961.0,,LAL,,,.384,,,0.1,,.006,"Terre Haute, Indiana"
30,,,,,,,2.0,,.159,76,/players/l/loscuji01.html,1153,,,-2.9,3.3,Jim Loscutoff,loscuji01,SF,1961.0,,BOS,,,.329,,,-0.9,,-0.036,"San Francisco, California"
31,,,,,,,3.4,,.249,67,/players/l/lovelcl01.html,2111,,,5.1,20.5,Clyde Lovellette*,lovelcl01,C,1961.0,,STL,,,.502,,,8.5,,.193,"Petersburg, Indiana"
26,,,,,,,3.4,,.303,79,/players/m/mccarjo01.html,2519,,,-1.5,8.3,Johnny McCarthy,mccarjo01,PG,1961.0,,STL,,,.387,,,1.9,,.036,"Buffalo, New York"
24,,,,,,,0.8,,.267,78,/players/m/mcmilsh01.html,1636,,,1.4,13.3,Shellie McMillon,mcmilsh01,SF,1961.0,,DET,,,.466,,,2.2,,.063,
22,,,,,,,0.4,,.295,75,/players/m/mcneibo01.html,1387,,,0.8,10.4,Bob McNeill,mcneibo01,PG,1961.0,,NYK,,,.453,,,1.2,,.043,"Philadelphia, Pennsylvania"
22,,,,,,,0.5,,.277,64,/players/m/morelja01.html,1003,,,0.1,11.7,Jackie Moreland,morelja01,PF,1961.0,,DET,,,.437,,,0.5,,.026,"Minden, Louisiana"
26,,,,,,,1.2,,.265,79,/players/n/naullwi01.html,2976,,,4.6,19.1,Willie Naulls,naullwi01,SF,1961.0,,NYK,,,.480,,,5.7,,.092,"Dallas, Texas"
29,,,,,,,0.7,,.203,75,/players/n/noblech01.html,1655,,,-1.2,8.1,Chuck Noble,noblech01,SG,1961.0,,DET,,,.384,,,-0.5,,-0.014,
24,,,,,,,0.8,,.256,79,/players/o/ohldo01.html,2172,,,0.4,11.7,Don Ohl,ohldo01,SG,1961.0,,DET,,,.437,,,1.2,,.026,"Murphysboro, Illinois"
27,,,,,,,0.2,,.210,55,/players/p/palmeji01.html,688,,,0.0,9.8,Jim Palmer,palmeji01,C,1961.0,,NYK,,,.434,,,0.2,,.013,"Keokee, Virginia"
28,,,,,,,6.5,,.467,76,/players/p/pettibo01.html,3027,,,8.4,25.2,Bob Pettit*,pettibo01,PF,1961.0,,STL,,,.511,,,14.9,,.237,"Baton Rouge, Louisiana"
26,,,,,,,0.4,,.323,29,/players/p/piontda01.html,254,,,0.4,13.7,Dave Piontek,piontda01,SF,1961.0,,STL,,,.502,,,0.8,,.142,"Bethel Park, Pennsylvania"
23,,,,,,,0.0,,.364,2,/players/r/ramseca01.html,27,,,-0.1,0.5,Cal Ramsey,ramseca01,SF,1961.0,,SYR,,,.235,,,-0.1,,-0.173,"Selma, Alabama"
29,,,,,,,3.8,,.322,79,/players/r/ramsefr01.html,2019,,,2.7,15.2,Frank Ramsey*,ramsefr01,SG,1961.0,,BOS,,,.474,,,6.5,,.155,"Corydon, Kentucky"
24,,,,,,,0.1,,.335,75,/players/r/reedhu01.html,1216,,,0.9,10.2,Hub Reed,reedhu01,C,1961.0,,CIN,,,.475,,,1.0,,.039,"Harrah, Oklahoma"
24,,,,,,,0.8,,.296,68,/players/r/roberjo01.html,800,,,-0.6,9.9,Joe Roberts,roberjo01,SF,1961.0,,SYR,,,.406,,,0.2,,.014,
22,,,,,,,0.2,,.496,71,/players/r/roberos01.html,3032,,,13.0,25.9,Oscar Robertson*,roberos01,PG,1961.0,,CIN,,,.555,,,13.2,,.210,"Charlotte, Tennessee"
25,,,,,,,4.1,,.292,78,/players/r/rodgegu01.html,2905,,,0.8,13.5,Guy Rodgers*,rodgegu01,PG,1961.0,,PHW,,,.431,,,4.8,,.080,"Philadelphia, Pennsylvania"
27,,,,,,,0.3,,.300,61,/players/r/rolliph01.html,816,,,-0.2,8.9,Phil Rollins,rolliph01,SG,1961.0,,TOT,,,.416,,,0.1,,.007,"Wickliffe, Kentucky"
22,,,,,,,0.2,,.108,29,/players/r/ruklijo01.html,223,,,-0.4,7.8,Joe Ruklick,ruklijo01,PF,1961.0,,PHW,,,.374,,,-0.2,,-0.035,"Princeton, Illinois"
26,,,,,,,11.3,,.375,78,/players/r/russebi01.html,3458,,,1.7,18.1,Bill Russell*,russebi01,C,1961.0,,BOS,,,.454,,,13.0,,.181,"Monroe, Louisiana"
22,,,,,,,2.5,,.284,68,/players/s/sandeto01.html,1084,,,0.5,11.7,Tom Sanders*,sandeto01,SF,1961.0,,BOS,,,.458,,,3.0,,.132,"New York, New York"
26,,,,,,,2.2,,.130,69,/players/s/sauldwo01.html,1491,,,-5.1,6.1,Woody Sauldsberry,sauldwo01,PF,1961.0,,STL,,,.318,,,-2.8,,-0.091,"Winnsboro, Louisiana"
32,,,,,,,3.5,,.491,79,/players/s/schaydo01.html,3007,,,5.0,19.2,Dolph Schayes*,schaydo01,PF,1961.0,,SYR,,,.482,,,8.5,,.136,"New York, New York"
27,,,,,,,0.4,,.572,52,/players/s/searske01.html,1396,,,3.6,16.1,Kenny Sears,searske01,SF,1961.0,,NYK,,,.527,,,4.0,,.138,"Watsonville, California"
28,,,,,,,2.2,,.364,77,/players/s/selvyfr01.html,2153,,,1.9,11.8,Frank Selvy,selvyfr01,SG,1961.0,,LAL,,,.468,,,4.1,,.092,"Corbin, Kentucky"
34,,,,,,,2.7,,.251,61,/players/s/sharmbi01.html,1538,,,2.7,17.0,Bill Sharman*,sharmbi01,SG,1961.0,,BOS,,,.484,,,5.4,,.169,"Abilene, Texas"
29,,,,,,,1.4,,.351,78,/players/s/shuege01.html,3361,,,6.2,15.9,Gene Shue,shuege01,PG,1961.0,,DET,,,.495,,,7.6,,.108,"Baltimore, Maryland"
24,,,,,,,0.1,,.373,66,/players/s/stavela01.html,944,,,1.4,11.8,Larry Staverman,stavela01,PF,1961.0,,CIN,,,.519,,,1.4,,.072,"Newport, Kentucky"
26,,,,,,,0.1,,.339,79,/players/t/twymaja01.html,2920,,,9.4,19.6,Jack Twyman*,twymaja01,SF,1961.0,,CIN,,,.532,,,9.6,,.157,"Pittsburgh, Pennsylvania"
25,,,,,,,0.5,,.315,59,/players/t/tyrach01.html,1404,,,-0.6,10.2,Charlie Tyra,tyrach01,PF,1961.0,,NYK,,,.414,,,-0.2,,-0.006,"Louisville, Kentucky"
22,,,,,,,3.5,,.393,79,/players/w/westje01.html,2797,,,3.1,16.0,Jerry West*,westje01,PG,1961.0,,LAL,,,.468,,,6.6,,.113,"Chelyan, West Virginia"
27,,,,,,,0.0,,.292,62,/players/w/wilfowi01.html,717,,,-0.3,9.7,Win Wilfong,wilfowi01,PG,1961.0,,CIN,,,.413,,,-0.3,,-0.018,"Puxico, Missouri"
23,,,,,,,2.4,,.383,75,/players/w/wilkele01.html,1898,,,2.4,13.4,Lenny Wilkens*,wilkele01,PG,1961.0,,STL,,,.481,,,4.9,,.123,"Brooklyn, New York"
25,,,,,,,0.0,,.232,7,/players/a/arcenst01.html,110,,,-0.1,10.4,Stacey Arceneaux,arcenst01,F,1962.0,,STL,,,.405,,,-0.1,,-0.036,
33,,,,,,,2.5,,.403,78,/players/a/arizipa01.html,2785,,,3.9,14.9,Paul Arizin*,arizipa01,SF,1962.0,,PHW,,,.486,,,6.3,,.109,"Philadelphia, Pennsylvania"
25,,,,,,,2.4,,.369,75,/players/a/attleal01.html,2468,,,2.8,10.8,Al Attles*,attleal01,PG,1962.0,,PHW,,,.501,,,5.2,,.101,"Newark, New Jersey"
27,,,,,,,3.0,,.397,48,/players/b/bayloel01.html,2129,,,4.9,26.5,Elgin Baylor*,bayloel01,SF,1962.0,,LAL,,,.492,,,7.9,,.179,"Washington, District of Columbia"
22,,,,,,,2.8,,.455,79,/players/b/bellawa01.html,3344,,,13.4,26.3,Walt Bellamy*,bellawa01,C,1962.0,,CHP,,,.554,,,16.3,,.233,"New Bern, North Carolina"
29,,,,,,,2.4,,.261,80,/players/b/biancal01.html,1925,,,0.0,11.4,Al Bianchi,biancal01,PG,1962.0,,SYR,,,.437,,,2.4,,.059,"Long Island City, New York"
22,,,,,,,0.3,,.120,36,/players/b/blanege01.html,363,,,-0.4,7.8,George Blaney,blanege01,PG,1962.0,,NYK,,,.391,,,-0.1,,-0.014,"Jersey City, New Jersey"
28,,,,,,,1.1,,.203,80,/players/b/bockhbu01.html,3062,,,2.0,11.0,Bucky Bockhorn,bockhbu01,SG,1962.0,,CIN,,,.469,,,3.1,,.049,"Campbell Hill, Illinois"
26,,,,,,,0.0,,.000,3,/players/b/bonsage01.html,9,,,-0.1,0.1,George Bon Salle,bonsage01,PF,1962.0,,CHP,,,.250,,,-0.1,,-0.429,"Chicago, Illinois"
24,,,,,,,1.1,,.397,79,/players/b/boozebo01.html,2488,,,2.8,13.3,Bob Boozer,boozebo01,PF,1962.0,,CIN,,,.492,,,3.9,,.075,"Omaha, Nebraska"
34,,,,,,,0.9,,.130,48,/players/b/braunca01.html,414,,,-0.4,10.7,Carl Braun*,braunca01,PG,1962.0,,BOS,,,.402,,,0.5,,.053,"Brooklyn, New York"
